sentence1,sentence2,label
商标名称：安慕希，拼音：an1-mu4-xi1，笔画：445531-12225111342444-3413252,商标名称：安蓁希，拼音：an1-zhen1-xi1，笔画：445531-1221113431234-3413252,0
商标名称：安慕希，拼音：an1-mu4-xi1，笔画：445531-12225111342444-3413252,商标名称：安蓦希，拼音：an1-mo4-xi1，笔画：445531-1222511134551-3413252,0
商标名称：安慕希，拼音：an1-mu4-xi1，笔画：445531-12225111342444-3413252,商标名称：安蔡希，拼音：an1-cai4-xi1，笔画：445531-12235445411234-3413252,0
商标名称：安慕希，拼音：an1-mu4-xi1，笔画：445531-12225111342444-3413252,商标名称：安辜希，拼音：an1-gu1-xi1，笔画：445531-122514143112-3413252,0
商标名称：莫斯利安，拼音：mo4-si1-li4-an1，笔画：1222511134-122111343312-3123422-445531,商标名称：臭斯利安，拼音：chou4-si1-li4-an1，笔画：3251111344-122111343312-3123422-445531,0
商标名称：莫斯利安，拼音：mo4-si1-li4-an1，笔画：1222511134-122111343312-3123422-445531,商标名称：萸斯利安，拼音：yu2-si1-li4-an1，笔画：12232151134-122111343312-3123422-445531,0
商标名称：金典，拼音：jin1-dian3，笔画：34112431-25122134,商标名称：佥典，拼音：qian1-dian3，笔画：3414431-25122134,0
商标名称：金典，拼音：jin1-dian3，笔画：34112431-25122134,商标名称：全典，拼音：quan2-dian3，笔画：341121-25122134,0
商标名称：海天，拼音：hai3-tian1，笔画：4413155414-1134,商标名称：侮天，拼音：wu3-tian1，笔画：323155414-1134,0
商标名称：海天，拼音：hai3-tian1，笔画：4413155414-1134,商标名称：诲天，拼音：hui4-tian1，笔画：453155414-1134,0
商标名称：海天，拼音：hai3-tian1，笔画：4413155414-1134,商标名称：海夭，拼音：hai3-yao1，笔画：4413155414-3134,0
商标名称：李锦记，拼音：li3-jin3-ji4，笔画：1234521-3111532511252-45515,商标名称：孛锦记，拼音：bei4-jin3-ji4，笔画：1245521-3111532511252-45515,0
商标名称：李锦记，拼音：li3-jin3-ji4，笔画：1234521-3111532511252-45515,商标名称：李槔记，拼音：li3-gao1-ji4，笔画：1234521-12343251113412-45515,0
商标名称：李锦记，拼音：li3-jin3-ji4，笔画：1234521-3111532511252-45515,商标名称：李镜记，拼音：li3-jing4-ji4，笔画：1234521-3111541431251130-45515,0
商标名称：李锦记，拼音：li3-jin3-ji4，笔画：1234521-3111532511252-45515,商标名称：李棉记，拼音：li3-mian2-ji4，笔画：1234521-123432511252-45515,0
商标名称：老干妈，拼音：lao3-gan4-ma1，笔画：121335-112-531551,商标名称：老予妈，拼音：lao3-yu3-ma1，笔画：121335-5452-531551,0
商标名称：老干妈，拼音：lao3-gan4-ma1，笔画：121335-112-531551,商标名称：老千妈，拼音：lao3-qian1-ma1，笔画：121335-312-531551,0
商标名称：老干妈，拼音：lao3-gan4-ma1，笔画：121335-112-531551,商标名称：老子妈，拼音：lao3-zi5-ma1，笔画：121335-521-531551,0
商标名称：老干妈，拼音：lao3-gan4-ma1，笔画：121335-112-531551,商标名称：老干蚂，拼音：lao3-gan4-ma3，笔画：121335-112-251214551,0
商标名称：千禾，拼音：qian1-he2，笔画：312-31234,商标名称：予禾，拼音：yu3-he2，笔画：5452-31234,0
商标名称：千禾，拼音：qian1-he2，笔画：312-31234,商标名称：子禾，拼音：zi5-he2，笔画：521-31234,0
商标名称：千禾，拼音：qian1-he2，笔画：312-31234,商标名称：干禾，拼音：gan4-he2，笔画：112-31234,0
商标名称：千禾，拼音：qian1-he2，笔画：312-31234,商标名称：玉禾，拼音：yu4-he2，笔画：11214-31234,0
商标名称：乌江榨菜，拼音：wu1-jiang1-zha4-cai4，笔画：3551-441121-12344453431211-12234431234,商标名称：乌江榨茉，拼音：wu1-jiang1-zha4-mo4，笔画：3551-441121-12344453431211-12211234,0
商标名称：乌江榨菜，拼音：wu1-jiang1-zha4-cai4，笔画：3551-441121-12344453431211-12234431234,商标名称：乌江榨茱，拼音：wu1-jiang1-zha4-zhu1，笔画：3551-441121-12344453431211-122311234,0
商标名称：乌江榨菜，拼音：wu1-jiang1-zha4-cai4，笔画：3551-441121-12344453431211-12234431234,商标名称：乌江榨荣，拼音：wu1-jiang1-zha4-rong2，笔画：3551-441121-12344453431211-122451234,0
商标名称：乌江榨菜，拼音：wu1-jiang1-zha4-cai4，笔画：3551-441121-12344453431211-12234431234,商标名称：乌江榨荥，拼音：wu1-jiang1-zha4-xing2，笔画：3551-441121-12344453431211-122452534,0
商标名称：乌江榨菜，拼音：wu1-jiang1-zha4-cai4，笔画：3551-441121-12344453431211-12234431234,商标名称：乌江榨莱，拼音：wu1-jiang1-zha4-lai2，笔画：3551-441121-12344453431211-1221431234,0
商标名称：涪陵榨菜，拼音：fu2-ling2-zha4-cai4，笔画：44141431251-5212134354-12344453431211-12234431234,商标名称：涪陵榨茉，拼音：fu2-ling2-zha4-mo4，笔画：44141431251-5212134354-12344453431211-12211234,0
商标名称：涪陵榨菜，拼音：fu2-ling2-zha4-cai4，笔画：44141431251-5212134354-12344453431211-12234431234,商标名称：涪陵榨茱，拼音：fu2-ling2-zha4-zhu1，笔画：44141431251-5212134354-12344453431211-122311234,0
商标名称：涪陵榨菜，拼音：fu2-ling2-zha4-cai4，笔画：44141431251-5212134354-12344453431211-12234431234,商标名称：涪陵榨荣，拼音：fu2-ling2-zha4-rong2，笔画：44141431251-5212134354-12344453431211-122451234,0
商标名称：涪陵榨菜，拼音：fu2-ling2-zha4-cai4，笔画：44141431251-5212134354-12344453431211-12234431234,商标名称：涪陵榨荥，拼音：fu2-ling2-zha4-xing2，笔画：44141431251-5212134354-12344453431211-122452534,0
商标名称：涪陵榨菜，拼音：fu2-ling2-zha4-cai4，笔画：44141431251-5212134354-12344453431211-12234431234,商标名称：涪陵榨莱，拼音：fu2-ling2-zha4-lai2，笔画：44141431251-5212134354-12344453431211-1221431234,0
商标名称：金锣，拼音：jin1-luo2，笔画：34112431-3111525221354,商标名称：佥锣，拼音：qian1-luo2，笔画：3414431-3111525221354,0
商标名称：金锣，拼音：jin1-luo2，笔画：34112431-3111525221354,商标名称：全锣，拼音：quan2-luo2，笔画：341121-3111525221354,0
商标名称：金锣，拼音：jin1-luo2，笔画：34112431-3111525221354,商标名称：金椤，拼音：jin1-luo2，笔画：34112431-123425221354,0
商标名称：美好，拼音：mei3-hao3，笔画：431121134-531521,商标名称：美奸，拼音：mei3-jian1，笔画：431121134-531112,0
商标名称：美好，拼音：mei3-hao3，笔画：431121134-531521,商标名称：美妊，拼音：mei3-ren4，笔画：431121134-5313121,0
商标名称：喜之郎，拼音：xi3-zhi1-lang2，笔画：121251431251-[UNK]-45115452,商标名称：兽之郎，拼音：shou4-zhi1-lang2，笔画：43251211251-[UNK]-45115452,0
商标名称：喜之郎，拼音：xi3-zhi1-lang2，笔画：121251431251-[UNK]-45115452,商标名称：善之郎，拼音：shan4-zhi1-lang2，笔画：431112431251-[UNK]-45115452,0
商标名称：喜之郎，拼音：xi3-zhi1-lang2，笔画：121251431251-[UNK]-45115452,商标名称：軎之郎，拼音：wei4-zhi1-lang2，笔画：1251112251-[UNK]-45115452,0
商标名称：绝味，拼音：jue2-wei4，笔画：551355215-25111234,商标名称：绝咪，拼音：jue2-mi1，笔画：551355215-251431234,0
商标名称：绝味，拼音：jue2-wei4，笔画：551355215-25111234,商标名称：绝昧，拼音：jue2-mei4，笔画：551355215-251111234,0
商标名称：煌上煌，拼音：huang2-shang4-huang2，笔画：4334325111121-211-4334325111121,商标名称：煌土煌，拼音：huang2-tu3-huang2，笔画：4334325111121-121-4334325111121,0
商标名称：煌上煌，拼音：huang2-shang4-huang2，笔画：4334325111121-211-4334325111121,商标名称：煌士煌，拼音：huang2-shi4-huang2，笔画：4334325111121-121-4334325111121,0
商标名称：东阿阿胶，拼音：dong1-e1-e1-jiao1，笔画：15234-5212512-5212512-3511413434,商标名称：东呵呵胶，拼音：dong1-he1-he1-jiao1，笔画：15234-25112512-25112512-3511413434,1
商标名称：东阿阿胶，拼音：dong1-e1-e1-jiao1，笔画：15234-5212512-5212512-3511413434,商标名称：东阿阿腔，拼音：dong1-e1-a1-qiang1，笔画：15234-5212512-5212512-351144534121,0
商标名称：福牌阿胶，拼音：fu2-pai2-e1-jiao1，笔画：4524125125121-321532511312-5212512-3511413434,商标名称：福脾阿胶，拼音：fu2-pi2-e1-jiao1，笔画：4524125125121-351132511312-5212512-3511413434,0
商标名称：福牌阿胶，拼音：fu2-pai2-e1-jiao1，笔画：4524125125121-321532511312-5212512-3511413434,商标名称：福牌呵胶，拼音：fu2-pai2-he1-jiao1，笔画：4524125125121-321532511312-25112512-3511413434,0
商标名称：福牌阿胶，拼音：fu2-pai2-e1-jiao1，笔画：4524125125121-321532511312-5212512-3511413434,商标名称：福牌阿腔，拼音：fu2-pai2-a1-qiang1，笔画：4524125125121-321532511312-5212512-351144534121,0
商标名称：五粮液，拼音：wu3-liang2-ye4，笔画：1251-4312344511534-44141323544,商标名称：五稂液，拼音：wu3-lang2-ye4，笔画：1251-312344511534-44141323544,0
商标名称：洋河，拼音：yang2-he2，笔画：441431112-44112512,商标名称：佯河，拼音：yang2-he2，笔画：32431112-44112512,0
商标名称：洋河，拼音：yang2-he2，笔画：441431112-44112512,商标名称：徉河，拼音：yang2-he2，笔画：332431112-44112512,0
商标名称：洋河，拼音：yang2-he2，笔画：441431112-44112512,商标名称：详河，拼音：xiang2-he2，笔画：45431112-44112512,0
商标名称：剑南春，拼音：jian4-nan2-chun1，笔画：341443122-122543112-111342511,商标名称：刽南春，拼音：gui4-nan2-chun1，笔画：34115422-122543112-111342511,0
商标名称：剑南春，拼音：jian4-nan2-chun1，笔画：341443122-122543112-111342511,商标名称：剑南舂，拼音：jian4-nan2-chong1，笔画：341443122-122543112-11134321511,0
商标名称：古井贡酒，拼音：gu3-jing3-gong4-jiu3，笔画：12251-1132-1212534-4411253511,商标名称：古并贡酒，拼音：gu3-bing4-gong4-jiu3，笔画：12251-431132-1212534-4411253511,0
商标名称：水井坊，拼音：shui3-jing3-fang1，笔画：2534-1132-1214153,商标名称：水并坊，拼音：shui3-bing4-fang1，笔画：2534-431132-1214153,0
商标名称：水井坊，拼音：shui3-jing3-fang1，笔画：2534-1132-1214153,商标名称：水井仿，拼音：shui3-jing3-fang3，笔画：2534-1132-324153,0
商标名称：水井坊，拼音：shui3-jing3-fang1，笔画：2534-1132-1214153,商标名称：水井彷，拼音：shui3-jing3-pang2，笔画：2534-1132-3324153,0
商标名称：水井坊，拼音：shui3-jing3-fang1，笔画：2534-1132-1214153,商标名称：水井枋，拼音：shui3-jing3-fang1，笔画：2534-1132-12344153,0
商标名称：水井坊，拼音：shui3-jing3-fang1，笔画：2534-1132-1214153,商标名称：水井访，拼音：shui3-jing3-fang3，笔画：2534-1132-454153,0
商标名称：青岛啤酒，拼音：qing1-dao3-pi2-jiu3，笔画：11212511-3545252-25132511312-4411253511,商标名称：箐岛啤酒，拼音：qing4-dao3-pi2-jiu3，笔画：31431411212511-3545252-25132511312-4411253511,0
商标名称：青岛啤酒，拼音：qing1-dao3-pi2-jiu3，笔画：11212511-3545252-25132511312-4411253511,商标名称：箦岛啤酒，拼音：ze2-dao3-pi2-jiu3，笔画：31431411212534-3545252-25132511312-4411253511,0
商标名称：青岛啤酒，拼音：qing1-dao3-pi2-jiu3，笔画：11212511-3545252-25132511312-4411253511,商标名称：篑岛啤酒，拼音：kui4-dao3-pi2-jiu3，笔画：314314251212534-3545252-25132511312-4411253511,0
商标名称：雪花啤酒，拼音：xue3-hua1-pi2-jiu3，笔画：14524444511-1223235-25132511312-4411253511,商标名称：雷花啤酒，拼音：lei2-hua1-pi2-jiu3，笔画：1452444425121-1223235-25132511312-4411253511,0
商标名称：雪花啤酒，拼音：xue3-hua1-pi2-jiu3，笔画：14524444511-1223235-25132511312-4411253511,商标名称：雪花睥酒，拼音：xue3-hua1-pi4-jiu3，笔画：14524444511-1223235-2511132511312-4411253511,0
商标名称：雪花啤酒，拼音：xue3-hua1-pi2-jiu3，笔画：14524444511-1223235-25132511312-4411253511,商标名称：雪花陴酒，拼音：xue3-hua1-pi2-jiu3，笔画：14524444511-1223235-5232511312-4411253511,0
商标名称：燕京啤酒，拼音：yan1-jing1-pi2-jiu3，笔画：1221251211354440-41251234-25132511312-4411253511,商标名称：燕京睥酒，拼音：yan1-jing1-pi4-jiu3，笔画：1221251211354440-41251234-2511132511312-4411253511,0
商标名称：燕京啤酒，拼音：yan1-jing1-pi2-jiu3，笔画：1221251211354440-41251234-25132511312-4411253511,商标名称：燕京陴酒，拼音：yan1-jing1-pi2-jiu3，笔画：1221251211354440-41251234-5232511312-4411253511,0
商标名称：哈尔滨啤酒，拼音：ha1-er3-bin1-pi2-jiu3，笔画：251341251-35234-4414453212134-25132511312-4411253511,商标名称：哈尔滨睥酒，拼音：ha1-er3-bin1-pi4-jiu3，笔画：251341251-35234-4414453212134-2511132511312-4411253511,0
商标名称：哈尔滨啤酒，拼音：ha1-er3-bin1-pi2-jiu3，笔画：251341251-35234-4414453212134-25132511312-4411253511,商标名称：哈尔滨陴酒，拼音：ha1-er3-bin1-pi2-jiu3，笔画：251341251-35234-4414453212134-5232511312-4411253511,0
商标名称：重庆啤酒，拼音：chong2-qing4-pi2-jiu3，笔画：312511211-413134-25132511312-4411253511,商标名称：堇庆啤酒，拼音：jin3-qing4-pi2-jiu3，笔画：12212511121-413134-25132511312-4411253511,0
商标名称：重庆啤酒，拼音：chong2-qing4-pi2-jiu3，笔画：312511211-413134-25132511312-4411253511,商标名称：童庆啤酒，拼音：tong2-qing4-pi2-jiu3，笔画：414312511211-413134-25132511312-4411253511,0
商标名称：重庆啤酒，拼音：chong2-qing4-pi2-jiu3，笔画：312511211-413134-25132511312-4411253511,商标名称：重庆睥酒，拼音：chong2-qing4-pi4-jiu3，笔画：312511211-413134-2511132511312-4411253511,0
商标名称：重庆啤酒，拼音：chong2-qing4-pi2-jiu3，笔画：312511211-413134-25132511312-4411253511,商标名称：重庆陴酒，拼音：chong2-qing4-pi2-jiu3，笔画：312511211-413134-5232511312-4411253511,0
商标名称：长城，拼音：chang2-cheng2，笔画：[UNK]-121135534,商标名称：长域，拼音：zhang3-yu4，笔画：[UNK]-12112511534,0
商标名称：长城，拼音：chang2-cheng2，笔画：[UNK]-121135534,商标名称：长诚，拼音：zhang3-cheng2，笔画：[UNK]-45135534,0
商标名称：长城，拼音：chang2-cheng2，笔画：[UNK]-121135534,商标名称：长诫，拼音：zhang3-jie4，笔画：[UNK]-451132534,0
商标名称：王朝，拼音：wang2-chao2，笔画：1121-122511123511,商标名称：壬朝，拼音：ren2-chao2，笔画：3121-122511123511,0
商标名称：王朝，拼音：wang2-chao2，笔画：1121-122511123511,商标名称：玉朝，拼音：yu4-chao2，笔画：11214-122511123511,0
商标名称：江小白，拼音：jiang1-xiao3-bai2，笔画：441121-234-32511,商标名称：汪小白，拼音：wang1-xiao3-bai2，笔画：4411121-234-32511,0
商标名称：瑞幸咖啡，拼音：rui4-xing4-ka1-fei1，笔画：1121252132522-12143112-25153251-25121112111,商标名称：瑞宰咖啡，拼音：rui4-zai3-ka1-fei1，笔画：1121252132522-4454143112-25153251-25121112111,0
商标名称：太平洋咖啡，拼音：tai4-ping2-yang2-ka1-fei1，笔画：1344-14312-441431112-25153251-25121112111,商标名称：大平洋咖啡，拼音：da4-ping2-yang2-ka1-fei1，笔画：134-14312-441431112-25153251-25121112111,0
商标名称：太平洋咖啡，拼音：tai4-ping2-yang2-ka1-fei1，笔画：1344-14312-441431112-25153251-25121112111,商标名称：犬平洋咖啡，拼音：quan3-ping2-yang2-ka1-fei1，笔画：1344-14312-441431112-25153251-25121112111,0
商标名称：太平洋咖啡，拼音：tai4-ping2-yang2-ka1-fei1，笔画：1344-14312-441431112-25153251-25121112111,商标名称：太平佯咖啡，拼音：tai4-ping2-yang2-ka1-fei1，笔画：1344-14312-32431112-25153251-25121112111,0
商标名称：太平洋咖啡，拼音：tai4-ping2-yang2-ka1-fei1，笔画：1344-14312-441431112-25153251-25121112111,商标名称：太平徉咖啡，拼音：tai4-ping2-yang2-ka1-fei1，笔画：1344-14312-332431112-25153251-25121112111,0
商标名称：太平洋咖啡，拼音：tai4-ping2-yang2-ka1-fei1，笔画：1344-14312-441431112-25153251-25121112111,商标名称：太平详咖啡，拼音：tai4-ping2-xiang2-ka1-fei1，笔画：1344-14312-45431112-25153251-25121112111,0
商标名称：奈雪的茶，拼音：nai4-xue3-de5-cha2，笔画：13411234-14524444511-32511354-122341234,商标名称：奈雷的茶，拼音：nai4-lei2-de5-cha2，笔画：13411234-1452444425121-32511354-122341234,0
商标名称：喜茶，拼音：xi3-cha2，笔画：121251431251-122341234,商标名称：兽茶，拼音：shou4-cha2，笔画：43251211251-122341234,0
商标名称：喜茶，拼音：xi3-cha2，笔画：121251431251-122341234,商标名称：善茶，拼音：shan4-cha2，笔画：431112431251-122341234,0
商标名称：喜茶，拼音：xi3-cha2，笔画：121251431251-122341234,商标名称：軎茶，拼音：wei4-cha2，笔画：1251112251-122341234,0
商标名称：蜜雪冰城，拼音：mi4-xue3-bing1-cheng2，笔画：44545434251214-14524444511-412534-121135534,商标名称：蜜雷冰城，拼音：mi4-lei2-bing1-cheng2，笔画：44545434251214-1452444425121-412534-121135534,0
商标名称：蜜雪冰城，拼音：mi4-xue3-bing1-cheng2，笔画：44545434251214-14524444511-412534-121135534,商标名称：蜜雪冰域，拼音：mi4-xue3-bing1-yu4，笔画：44545434251214-14524444511-412534-12112511534,0
商标名称：蜜雪冰城，拼音：mi4-xue3-bing1-cheng2，笔画：44545434251214-14524444511-412534-121135534,商标名称：蜜雪冰诚，拼音：mi4-xue3-bing1-cheng2，笔画：44545434251214-14524444511-412534-45135534,0
商标名称：蜜雪冰城，拼音：mi4-xue3-bing1-cheng2，笔画：44545434251214-14524444511-412534-121135534,商标名称：蜜雪冰诫，拼音：mi4-xue3-bing1-jie4，笔画：44545434251214-14524444511-412534-451132534,0
商标名称：书亦烧仙草，拼音：shu1-yi4-shao1-xian1-cao3，笔画：5524-413234-4334153135-32252-122251112,商标名称：书亦挠仙草，拼音：shu1-yi4-nao2-xian1-cao3，笔画：5524-413234-121153135-32252-122251112,0
商标名称：书亦烧仙草，拼音：shu1-yi4-shao1-xian1-cao3，笔画：5524-413234-4334153135-32252-122251112,商标名称：书亦桡仙草，拼音：shu1-yi4-rao2-xian1-cao3，笔画：5524-413234-1234153135-32252-122251112,0
商标名称：书亦烧仙草，拼音：shu1-yi4-shao1-xian1-cao3，笔画：5524-413234-4334153135-32252-122251112,商标名称：书亦绕仙草，拼音：shu1-yi4-rao4-xian1-cao3，笔画：5524-413234-551153135-32252-122251112,0
商标名称：书亦烧仙草，拼音：shu1-yi4-shao1-xian1-cao3，笔画：5524-413234-4334153135-32252-122251112,商标名称：书亦铙仙草，拼音：shu1-yi4-nao2-xian1-cao3，笔画：5524-413234-31115153135-32252-122251112,0
商标名称：书亦烧仙草，拼音：shu1-yi4-shao1-xian1-cao3，笔画：5524-413234-4334153135-32252-122251112,商标名称：书亦饶仙草，拼音：shu1-yi4-rao2-xian1-cao3，笔画：5524-413234-355153135-32252-122251112,0
商标名称：书亦烧仙草，拼音：shu1-yi4-shao1-xian1-cao3，笔画：5524-413234-4334153135-32252-122251112,商标名称：书亦烧仙孳，拼音：shu1-yi4-shao1-xian1-zi1，笔画：5524-413234-4334153135-32252-431554554521,0
商标名称：书亦烧仙草，拼音：shu1-yi4-shao1-xian1-cao3，笔画：5524-413234-4334153135-32252-122251112,商标名称：书亦烧仙荸，拼音：shu1-yi4-shao1-xian1-bi2，笔画：5524-413234-4334153135-32252-1221245521,0
商标名称：书亦烧仙草，拼音：shu1-yi4-shao1-xian1-cao3，笔画：5524-413234-4334153135-32252-122251112,商标名称：书亦烧仙萆，拼音：shu1-yi4-shao1-xian1-bi4，笔画：5524-413234-4334153135-32252-12232511312,0
商标名称：书亦烧仙草，拼音：shu1-yi4-shao1-xian1-cao3，笔画：5524-413234-4334153135-32252-122251112,商标名称：书亦烧仙革，拼音：shu1-yi4-shao1-xian1-ge2，笔画：5524-413234-4334153135-32252-122125112,0
商标名称：沪上阿姨，拼音：hu4-shang4-a1-yi2，笔画：4414513-211-5212512-531151534,商标名称：沪土阿姨，拼音：hu4-tu3-a1-yi2，笔画：4414513-121-5212512-531151534,0
商标名称：沪上阿姨，拼音：hu4-shang4-a1-yi2，笔画：4414513-211-5212512-531151534,商标名称：沪士阿姨，拼音：hu4-shi4-a1-yi2，笔画：4414513-121-5212512-531151534,0
商标名称：沪上阿姨，拼音：hu4-shang4-a1-yi2，笔画：4414513-211-5212512-531151534,商标名称：沪上呵姨，拼音：hu4-shang4-he1-yi2，笔画：4414513-211-25112512-531151534,0
商标名称：李宁，拼音：li3-ning2，笔画：1234521-44512,商标名称：孛宁，拼音：bei4-ning2，笔画：1245521-44512,0
商标名称：贵人鸟，拼音：gui4-ren2-niao3，笔画：251212534-34-35451,商标名称：责人鸟，拼音：ze2-ren2-niao3，笔画：11212534-34-35451,0
商标名称：贵人鸟，拼音：gui4-ren2-niao3，笔画：251212534-34-35451,商标名称：贵入鸟，拼音：gui4-ru4-niao3，笔画：251212534-34-35451,0
商标名称：威富集团，拼音：wei1-fu4-ji2-tuan2，笔画：131531534-445125125121-324111211234-251231,商标名称：咸富集团，拼音：xian2-fu4-ji2-tuan2，笔画：131251534-445125125121-324111211234-251231,0
商标名称：威富集团，拼音：wei1-fu4-ji2-tuan2，笔画：131531534-445125125121-324111211234-251231,商标名称：戚富集团，拼音：qi1-fu4-ji2-tuan2，笔画：13211234534-445125125121-324111211234-251231,0
商标名称：威富集团，拼音：wei1-fu4-ji2-tuan2，笔画：131531534-445125125121-324111211234-251231,商标名称：威富集因，拼音：wei1-fu4-ji2-yin1，笔画：131531534-445125125121-324111211234-251341,0
商标名称：威富集团，拼音：wei1-fu4-ji2-tuan2，笔画：131531534-445125125121-324111211234-251231,商标名称：威富集囡，拼音：wei1-fu4-ji2-nan1，笔画：131531534-445125125121-324111211234-255311,0
商标名称：威富集团，拼音：wei1-fu4-ji2-tuan2，笔画：131531534-445125125121-324111211234-251231,商标名称：威富集囤，拼音：wei1-fu4-ji2-dun4，笔画：131531534-445125125121-324111211234-2515251,0
商标名称：威富集团，拼音：wei1-fu4-ji2-tuan2，笔画：131531534-445125125121-324111211234-251231,商标名称：威富集困，拼音：wei1-fu4-ji2-kun4，笔画：131531534-445125125121-324111211234-2512341,0
商标名称：阿迪达斯，拼音：a1-di2-da2-si1，笔画：5212512-25121454-134454-122111343312,商标名称：呵迪达斯，拼音：he1-di2-da2-si1，笔画：25112512-25121454-134454-122111343312,0
商标名称：匡威，拼音：kuang1-wei1，笔画：111215-131531534,商标名称：匡咸，拼音：kuang1-xian2，笔画：111215-131251534,0
商标名称：匡威，拼音：kuang1-wei1，笔画：111215-131531534,商标名称：匡戚，拼音：kuang1-qi1，笔画：111215-13211234534,0
商标名称：亚瑟士，拼音：ya4-se4-shi4，笔画：122431-1121112145434-121,商标名称：亚瑟上，拼音：ya4-se4-shang4，笔画：122431-1121112145434-211,0
商标名称：亚瑟士，拼音：ya4-se4-shi4，笔画：122431-1121112145434-121,商标名称：亚瑟土，拼音：ya4-se4-tu3，笔画：122431-1121112145434-121,0
商标名称：优衣库，拼音：you1-yi1-ku4，笔画：321354-413534-4131512,商标名称：忧衣库，拼音：you1-yi1-ku4，笔画：4421354-413534-4131512,0
商标名称：优衣库，拼音：you1-yi1-ku4，笔画：321354-413534-4131512,商标名称：优衣庠，拼音：you1-yi1-xiang2，笔画：321354-413534-413431112,0
商标名称：杰克琼斯，拼音：jie2-ke4-qiong2-si1，笔画：12344444-1225135-112141251234-122111343312,商标名称：杰克谅斯，拼音：jie2-ke4-liang4-si1，笔画：12344444-1225135-4541251234-122111343312,0
商标名称：太平鸟，拼音：tai4-ping2-niao3，笔画：1344-14312-35451,商标名称：大平鸟，拼音：da4-ping2-niao3，笔画：134-14312-35451,0
商标名称：太平鸟，拼音：tai4-ping2-niao3，笔画：1344-14312-35451,商标名称：犬平鸟，拼音：quan3-ping2-niao3，笔画：1344-14312-35451,0
商标名称：美特斯邦威，拼音：mei3-te4-si1-bang1-wei1，笔画：431121134-3121121124-122111343312-111352-131531534,商标名称：美特斯邦咸，拼音：mei3-te4-si1-bang1-xian2，笔画：431121134-3121121124-122111343312-111352-131251534,0
商标名称：美特斯邦威，拼音：mei3-te4-si1-bang1-wei1，笔画：431121134-3121121124-122111343312-111352-131531534,商标名称：美特斯邦戚，拼音：mei3-te4-si1-bang1-qi1，笔画：431121134-3121121124-122111343312-111352-13211234534,0
商标名称：雪中飞，拼音：xue3-zhong1-fei1，笔画：14524444511-2512-534,商标名称：雷中飞，拼音：lei2-zhong1-fei1，笔画：1452444425121-2512-534,0
商标名称：雅鹿，拼音：ya3-lu4，笔画：152332411121-41352211535,商标名称：骓鹿，拼音：zhui1-lu4，笔画：55132411121-41352211535,0
商标名称：九牧王，拼音：jiu3-mu4-wang2，笔画：35-31213134-1121,商标名称：丸牧王，拼音：wan2-mu4-wang2，笔画：354-31213134-1121,0
商标名称：九牧王，拼音：jiu3-mu4-wang2，笔画：35-31213134-1121,商标名称：九牧壬，拼音：jiu3-mu4-ren2，笔画：35-31213134-3121,0
商标名称：九牧王，拼音：jiu3-mu4-wang2，笔画：35-31213134-1121,商标名称：九牧玉，拼音：jiu3-mu4-yu4，笔画：35-31213134-11214,0
商标名称：海澜之家，拼音：hai3-lan2-zhi1-jia1，笔画：4413155414-441425125431234-[UNK]-4451353334,商标名称：侮澜之家，拼音：wu3-lan2-zhi1-jia1，笔画：323155414-441425125431234-[UNK]-4451353334,0
商标名称：海澜之家，拼音：hai3-lan2-zhi1-jia1，笔画：4413155414-441425125431234-[UNK]-4451353334,商标名称：诲澜之家，拼音：hui4-lan2-zhi1-jia1，笔画：453155414-441425125431234-[UNK]-4451353334,0
商标名称：海澜之家，拼音：hai3-lan2-zhi1-jia1，笔画：4413155414-441425125431234-[UNK]-4451353334,商标名称：海斓之家，拼音：hai3-lan2-zhi1-jia1，笔画：4413155414-4134425125431230-[UNK]-4451353334,0
商标名称：海澜之家，拼音：hai3-lan2-zhi1-jia1，笔画：4413155414-441425125431234-[UNK]-4451353334,商标名称：海谰之家，拼音：hai3-lan2-zhi1-jia1，笔画：4413155414-45425125431234-[UNK]-4451353334,0
商标名称：报喜鸟，拼音：bao4-xi3-niao3，笔画：1215254-121251431251-35451,商标名称：报兽鸟，拼音：bao4-shou4-niao3，笔画：1215254-43251211251-35451,0
商标名称：恒源祥，拼音：heng2-yuan2-xiang2，笔画：442125111-4411332511234-4524431112,商标名称：桔源祥，拼音：ju2-yuan2-xiang2，笔画：1234121251-4411332511234-4524431112,0
商标名称：恒源祥，拼音：heng2-yuan2-xiang2，笔画：442125111-4411332511234-4524431112,商标名称：档源祥，拼音：dang4-yuan2-xiang2，笔画：1234243511-4411332511234-4524431112,0
商标名称：恒源祥，拼音：heng2-yuan2-xiang2，笔画：442125111-4411332511234-4524431112,商标名称：恒源样，拼音：heng2-yuan2-yang4，笔画：442125111-4411332511234-1234431112,0
商标名称：宝娜斯，拼音：bao3-na4-si1，笔画：44511214-531511352-122111343312,商标名称：宝哪斯，拼音：bao3-na3-si1，笔画：44511214-251511352-122111343312,0
商标名称：爱慕，拼音：ai4-mu4，笔画：3443451354-12225111342444,商标名称：爰慕，拼音：yuan2-mu4，笔画：344311354-12225111342444,0
商标名称：爱慕，拼音：ai4-mu4，笔画：3443451354-12225111342444,商标名称：爱幂，拼音：ai4-mi4，笔画：3443451354-452511134252,0
